,price,locali,superficie,bagni,piano
5954,195000,2,55.0,1,3.0
5955,249000,3,90.0,1,2.0
5956,830000,5,250.0,3,2.0
5957,149000,2,70.0,1,0.0
5958,215000,2,60.0,1,4.0
5959,269000,3,110.0,1,4.0
5960,445000,4,125.0,2,1.0
5961,595000,5,149.0,2,1.0
5962,550000,2,84.0,1,0.0
5963,185000,3,90.0,2,0.0
5964,760000,4,118.0,2,1.0
5965,590000,4,155.0,1,1.0
5966,645000,4,150.0,2,4.0
5967,310000,4,140.0,2,2.0
5968,350000,1,50.0,1,1.0
5969,599000,4,120.0,1,2.0
5970,430000,5,150.0,2,5.0
5971,138000,2,50.0,1,2.0
5972,395000,4,145.0,2,2.0
5973,695000,3,90.0,1,1.0
5974,48000,1,20.0,1,2.0
5975,1900000,5,94.0,2,3.0
5976,280000,3,93.0,1,0.5
5977,1250000,5,142.0,2,2.0
5978,1090000,5,231.0,3,3.0
5979,239000,4,100.0,2,2.0
5980,990000,5,284.0,3,5.0
5981,80000,2,50.0,1,2.0
5982,195000,3,100.0,1,1.0
5983,480000,4,140.0,2,0.0
5984,219000,3,65.0,1,0.5
5985,1500000,5,299.0,3,2.0
5986,720000,3,87.0,1,2.0
5987,229000,3,60.0,1,0.0
5988,970000,5,160.0,2,0.0
5989,1050000,3,104.0,2,4.0
5990,145000,2,70.0,1,0.0
5991,310000,3,64.0,1,0.0
5992,470000,5,157.0,2,2.0
5993,169000,3,100.0,2,2.0
5994,89000,1,40.0,1,0.0
5995,175000,3,90.0,1,1.0
5996,195000,4,132.0,2,3.0
5997,229000,3,90.0,2,5.0
5998,360000,2,50.0,2,0.0
5999,559000,5,155.0,2,3.0
6000,850000,3,125.0,1,-1.0
6001,135000,2,55.0,1,3.0
6002,379000,3,110.0,3,1.0
6003,569000,4,150.0,3,1.0
6004,248000,3,90.0,1,0.0
6005,215000,3,60.0,1,1.0
6006,1470000,5,303.0,3,0.0
6007,499000,4,120.0,2,0.0
6008,319000,5,136.0,2,7.0
6009,299000,1,55.0,1,0.0
6010,520000,3,90.0,1,0.0
6011,965000,4,135.0,1,2.0
6012,1050000,5,232.0,3,4.0
6013,190000,3,90.0,1,0.5
6014,1130000,5,216.0,1,2.0
6015,319000,4,130.0,2,6.0
6016,345000,4,90.0,2,0.0
6017,335000,3,65.0,1,0.0
6018,595000,2,67.0,1,2.0
6019,765000,5,150.0,2,5.0
6020,895000,5,138.0,2,3.0
6021,630000,2,67.0,1,2.0
6022,580000,2,80.0,1,3.0
6023,259000,3,70.0,1,3.0
6024,650000,5,182.0,3,2.0
6025,189000,3,80.0,1,1.0
6026,1190000,5,145.0,2,3.0
6027,340000,3,96.0,1,8.0
6028,360000,3,90.0,1,0.0
6029,870000,3,65.0,1,3.0
6030,125000,2,45.0,1,0.5
6031,175000,2,60.0,1,1.0
6032,239000,4,77.0,1,6.0
6033,191000,3,95.0,2,2.0
6034,439000,4,120.0,2,3.0
6035,445000,5,87.0,1,2.0
6036,89000,2,40.0,1,0.0
6037,330000,3,80.0,2,2.0
6038,155000,1,40.0,1,-1.0
6039,285000,3,90.0,2,3.0
6040,570000,2,50.0,1,3.0
6041,140000,2,55.0,1,2.0
6042,225000,3,75.0,1,7.0
6043,1545000,3,130.0,3,6.0
6044,260000,2,70.0,1,1.0
6045,379000,3,109.0,1,0.0
6046,79000,2,100.0,1,-1.0
6047,285000,2,60.0,1,2.0
6048,249000,3,90.0,2,5.0
6049,570000,5,220.0,3,1.0
6050,249000,3,85.0,1,2.0
6051,210000,2,66.0,1,2.0
6052,175000,2,55.0,1,1.0
6053,165000,1,40.0,1,0.0
6054,230000,3,85.0,2,2.0
6055,760000,3,128.0,1,3.0
6056,179000,3,75.0,1,3.0
6057,175000,2,60.0,1,1.0
6058,350000,3,100.0,1,0.0
6059,399000,2,45.0,1,1.0
6060,845000,5,175.0,2,1.0
6061,165000,3,85.0,1,0.0
6062,385000,4,120.0,2,1.0
6063,980000,5,114.0,2,3.0
6064,285000,3,80.0,1,1.0
6065,188000,2,50.0,1,1.0
6066,799000,5,95.0,1,3.0
6067,279000,1,210.0,2,0.0
6068,358000,4,147.0,2,3.0
6069,575000,4,100.0,1,2.0
6070,349000,4,130.0,2,0.5
6071,495000,3,87.0,1,1.0
6072,205000,3,100.0,2,6.0
6073,135000,2,64.0,1,0.0
6074,295000,3,133.0,2,4.0
6075,125000,2,55.0,1,-1.0
6076,1090000,5,215.0,3,4.0
6077,490000,4,120.0,2,1.0
6078,149000,2,55.0,1,0.0
6079,595000,4,170.0,2,2.0
6080,399000,5,123.0,2,3.0
6081,319000,3,85.0,1,2.0
6082,140000,3,80.0,1,1.0
6083,211000,3,77.0,1,1.0
6084,229000,3,110.0,1,4.0
6085,179000,4,85.0,2,1.0
6086,629000,5,160.0,2,0.0
6087,315000,5,140.0,2,3.0
6088,950000,5,190.0,2,0.5
6089,449000,4,221.0,3,5.0
6090,242000,2,74.0,1,3.0
6091,355000,3,133.0,2,1.0
6092,265000,2,56.0,1,4.0
6093,275000,3,101.0,1,2.0
6094,470000,4,130.0,2,1.0
6095,169000,3,95.0,1,0.5
6096,229000,3,75.0,1,0.0
6097,349000,4,127.0,2,1.0
6098,435000,4,135.0,2,1.0
6099,125000,2,35.0,1,1.0
6100,169000,2,55.0,1,4.0
6101,649000,4,160.0,2,2.0
6102,219000,3,70.0,1,0.0
6103,229000,3,69.0,2,1.0
6104,165000,3,78.0,2,2.0
6105,210000,3,60.0,1,1.0
6106,97000,1,60.0,1,0.0
6107,149000,2,50.0,1,2.0
6108,109000,1,43.0,1,2.0
6109,225000,2,55.0,1,1.0
6110,130000,2,59.0,1,2.0
6111,89000,2,45.0,1,1.0
6112,179000,2,60.0,1,0.0
6113,189000,2,65.0,1,1.0
6114,369000,5,110.0,1,3.0
6115,229000,4,102.0,1,2.0
6116,250000,2,56.0,1,3.0
6117,155000,2,60.0,1,2.0
6118,570000,5,169.0,2,0.5
6119,415000,4,120.0,2,5.0
6120,199000,4,96.0,2,0.0
6121,685000,4,150.0,3,4.0
6122,185000,4,100.0,2,1.0
6123,1950000,5,270.0,3,1.0
6124,149000,3,75.0,1,1.0
6125,229000,3,60.0,1,2.0
6126,109000,2,50.0,1,3.0
6127,630000,5,185.0,2,2.0
6128,270000,3,75.0,1,5.0
6129,265000,2,56.0,1,2.0
6130,185000,2,64.0,1,0.0
6131,119000,2,45.0,1,2.0
6132,199000,2,70.0,1,5.0
6133,199000,4,130.0,2,2.0
6134,135000,4,75.0,1,1.0
6135,308000,3,70.0,1,5.0
6136,690000,5,223.0,2,1.0
6137,530000,5,135.0,3,3.0
6138,225000,2,70.0,1,4.0
6139,189000,2,55.0,1,0.5
6140,355000,3,88.0,1,2.0
6141,170000,2,43.0,1,-1.0
6142,320000,3,120.0,2,2.0
6143,298000,3,95.0,1,5.0
6144,249000,3,90.0,2,2.0
6145,459000,5,160.0,2,0.0
6146,169000,4,90.0,1,1.0
6147,119000,2,60.0,2,1.0
6148,269000,4,95.0,2,3.0
6149,369000,4,127.0,2,6.0
6150,105000,1,45.0,1,1.0
6151,59000,1,38.0,1,1.0
6152,215000,3,95.0,1,4.0
6153,274000,4,174.0,3,1.0
6154,319000,3,95.0,2,0.0
6155,315000,3,107.0,2,1.0
6156,428000,4,145.0,2,1.0
6157,370000,3,123.0,1,0.5
6158,119000,2,45.0,1,2.0
6159,229000,3,85.0,1,0.0
6160,119000,2,35.0,1,0.0
6161,365000,4,120.0,2,4.0
6162,439000,4,139.0,2,4.0
6163,148000,3,73.0,1,3.0
6164,219000,4,100.0,2,1.0
6165,590000,4,130.0,2,2.0
6166,149000,4,90.0,2,3.0
6167,249000,2,74.0,1,4.0
6168,249000,3,100.0,2,7.0
6169,469000,5,130.0,3,2.0
6170,169000,2,55.0,1,1.0
6171,159000,3,86.0,2,3.0
6172,135000,4,88.0,1,2.0
6173,219000,2,60.0,1,2.0
6174,169000,2,60.0,1,2.0
6175,295000,3,100.0,2,10.0
6176,65000,2,55.0,1,0.0
6177,215000,3,85.0,2,3.0
6178,215000,2,65.0,1,3.0
6179,1100000,5,120.0,3,1.0
6180,339000,3,105.0,2,5.0
6181,119000,2,61.0,1,1.0
6182,199000,4,125.0,2,2.0
6183,115000,2,45.0,1,0.0
6184,430000,4,125.0,2,5.0
6185,950000,4,200.0,3,2.0
6186,190000,2,50.0,1,0.5
6187,449000,3,120.0,2,1.0
6188,219000,4,90.0,2,0.5
6189,199000,2,65.0,1,0.5
6190,135000,3,70.0,1,0.0
6191,175000,3,100.0,2,0.0
6192,128000,2,60.0,1,2.0
6193,650000,4,196.0,3,1.0
6194,298000,3,75.0,1,4.0
6195,550000,3,130.0,3,0.0
6196,275000,4,115.0,2,1.0
6197,215000,3,100.0,1,1.0
6198,200000,2,94.0,1,1.0
6199,240000,2,55.0,1,0.0
6200,325000,3,110.0,2,1.0
6201,369000,4,130.0,2,4.0
6202,225000,3,80.0,2,1.0
6203,215000,3,60.0,1,0.0
6204,209000,3,89.0,2,2.0
6205,375000,5,120.0,2,6.0
6206,229000,3,80.0,2,2.0
6207,275000,4,120.0,3,2.0
6208,540000,4,150.0,2,1.0
6209,250000,2,93.0,1,0.0
6210,210000,3,55.0,1,0.5
6211,850000,4,180.0,3,2.0
6212,168000,2,60.0,1,0.0
6213,610000,4,80.0,2,0.0
6214,209000,2,81.0,1,0.0
6215,259000,3,90.0,2,0.0
6216,119000,2,70.0,1,3.0
6217,169000,2,55.0,1,1.0
6218,395000,4,157.0,2,0.0
6219,260000,3,70.0,2,0.0
6220,315000,3,110.0,2,6.0
6221,119000,3,80.0,2,1.0
6222,95000,2,60.0,1,0.0
6223,119000,2,75.0,1,0.0
6224,169000,3,90.0,2,0.0
6225,105000,2,50.0,1,1.0
6226,129000,3,100.0,1,2.0
6227,129000,3,85.0,2,1.0
6228,115000,2,60.0,1,0.0
6229,129000,3,90.0,1,1.0
6230,109000,2,50.0,1,0.0
6231,99000,3,70.0,1,0.0
6232,129000,4,110.0,1,1.0
6233,95000,2,60.0,1,0.0
6234,200000,3,99.0,1,2.0
6235,129000,3,90.0,1,1.0
6236,350000,5,125.0,2,1.0
6237,180000,3,73.0,1,3.0
6238,250000,2,60.0,1,5.0
6239,258000,3,90.0,2,3.0
6240,129000,2,60.0,1,1.0
6241,280000,3,80.0,1,4.0
6242,180000,2,50.0,1,1.0
6243,269000,3,135.0,2,1.0
6244,210000,3,83.0,1,2.0
6245,118000,1,61.0,1,4.0
6246,185000,3,85.0,1,2.0
6247,129000,2,51.0,1,1.0
6248,275000,3,106.0,1,3.0
6249,179000,2,80.0,1,3.0
6250,398000,4,130.0,2,4.0
6251,279000,3,105.0,1,0.0
6252,709000,5,298.0,3,3.0
6253,215000,2,69.0,1,0.0
6254,199000,4,139.0,2,1.0
6255,165000,3,82.0,1,0.5
6256,209000,3,93.0,1,1.0
6257,125000,2,75.0,1,0.0
6258,259000,4,233.0,3,1.0
6259,155000,4,132.0,2,0.0
6260,179000,3,90.0,2,0.5
6261,122000,3,91.0,1,1.0
6262,250000,3,94.0,1,2.0
6263,169000,3,84.0,2,0.0
6264,229000,3,103.0,1,1.0
6265,570000,5,177.0,2,3.0
6266,149000,2,75.0,1,0.5
6267,95000,1,40.0,1,2.0
6268,139000,2,52.0,1,1.0
6269,145000,2,52.0,1,1.0
6270,119000,2,77.0,1,1.0
6271,470000,3,116.0,1,4.0
6272,197000,3,83.0,1,3.0
6273,209000,3,81.0,1,6.0
6274,253000,3,85.0,2,6.0
6275,2390000,5,500.0,3,0.0
6276,150000,1,40.0,1,3.0
6277,250000,3,107.0,2,0.0
6278,275000,2,65.0,1,1.0
6279,185000,1,40.0,1,1.0
6280,110000,5,120.0,2,0.0
6281,220000,3,65.0,2,1.0
6282,275000,4,100.0,2,1.0
6283,165000,4,80.0,1,1.0
6284,650000,5,140.0,3,2.0
6285,95000,2,40.0,1,1.0
6286,269000,3,85.0,1,5.0
6287,320000,3,118.0,2,2.0
6288,115000,2,45.0,1,0.0
6289,208000,3,86.0,1,0.0
6290,309000,3,75.0,1,1.0
6291,259000,4,142.0,1,2.0
6292,249000,4,107.0,1,2.0
6293,480000,5,140.0,2,4.0
6294,369000,3,110.0,2,8.0
6295,475000,3,93.0,1,1.0
6296,123000,2,60.0,1,1.0
6297,249000,3,64.0,1,2.0
6298,159000,3,60.0,1,2.0
6299,159000,3,81.0,1,0.5
6300,455000,5,110.0,1,3.0
6301,345000,4,103.0,2,0.0
6302,295000,2,75.0,1,0.0
6303,740000,4,110.0,2,1.0
6304,299000,4,115.0,1,0.5
6305,649000,5,240.0,3,2.0
6306,239000,2,60.0,2,2.0
6307,169000,3,70.0,1,1.0
6308,149000,5,130.0,1,0.0
6309,650000,5,151.0,2,4.0
6310,175000,4,106.0,2,3.0
6311,239000,4,110.0,3,2.0
6312,1290000,5,280.0,3,3.0
6313,299000,3,115.0,1,0.0
6314,189000,3,75.0,1,0.0
6315,500000,5,180.0,3,1.0
6316,189000,2,60.0,1,1.0
6317,399000,4,120.0,2,1.0
6318,180000,3,80.0,1,1.0
6319,99000,1,40.0,1,3.0
6320,189000,2,60.0,1,1.0
6321,159000,3,56.0,1,0.0
6322,1400000,3,177.0,2,3.0
6323,840000,5,230.0,3,3.0
6324,269000,3,80.0,1,1.0
6325,185000,3,80.0,1,0.0
6326,440000,4,110.0,2,1.0
6327,150000,3,84.0,2,2.0
6328,175000,3,70.0,1,0.0
6329,105000,3,100.0,1,1.0
6330,100000,2,40.0,1,1.0
6331,398000,4,149.0,2,3.0
6332,250000,2,67.0,1,2.0
6333,139000,4,180.0,2,3.0
6334,520000,5,150.0,2,0.0
6335,549000,2,55.0,1,1.0
6336,550000,4,130.0,2,0.0
6337,245000,3,100.0,2,1.0
6338,289000,3,105.0,1,4.0
6339,464000,4,120.0,2,2.0
6340,105000,3,107.0,1,2.0
6341,329000,3,111.0,2,2.0
6342,199000,3,84.0,1,2.0
6343,99000,2,89.0,1,3.0
6344,239000,3,91.0,1,1.0
6345,169000,4,78.0,2,2.0
6346,419000,5,130.0,1,2.0
6347,143000,3,70.0,1,0.0
6348,119000,3,75.0,1,1.0
6349,340000,4,110.0,2,1.0
6350,280000,3,120.0,1,4.0
6351,275000,4,100.0,1,7.0
6352,698000,5,220.0,3,5.0
6353,379000,3,85.0,1,2.0
6354,230000,2,59.0,1,2.0
6355,139000,3,70.0,1,2.0
6356,310000,3,97.0,1,0.0
6357,490000,5,160.0,3,2.0
6358,195000,2,70.0,1,-1.0
6359,259000,2,70.0,1,0.0
6360,349000,4,118.0,2,5.0
6361,59000,2,35.0,1,1.0
6362,290000,3,70.0,2,6.0
6363,240000,3,85.0,1,7.0
6364,365000,4,110.0,1,1.0
6365,119000,3,80.0,1,2.0
6366,350000,4,91.0,2,1.0
6367,1150000,5,170.0,2,2.0
6368,400000,5,150.0,2,2.0
6369,370000,3,100.0,2,3.0
6370,980000,5,252.0,2,1.0
6371,149000,4,140.0,2,0.5
6372,330000,5,169.0,2,4.0
6373,183000,3,110.0,1,0.5
6374,125000,4,100.0,1,1.0
6375,1200000,5,220.0,3,2.0
6376,210000,3,95.0,2,3.0
6377,220000,3,65.0,1,7.0
6378,749000,5,182.0,3,1.0
6379,145000,2,50.0,1,2.0
6380,116000,3,70.0,1,1.0
6381,279000,2,70.0,1,1.0
6382,680000,5,220.0,3,6.0
6383,129000,3,80.0,1,0.5
6384,119000,4,80.0,1,1.0
6385,475000,5,164.0,2,0.0
6386,115000,2,73.0,1,1.0
6387,299000,3,100.0,2,2.0
6388,165000,3,75.0,2,1.0
6389,195000,3,120.0,2,0.0
6390,249000,5,125.0,2,4.0
6391,439000,5,135.0,3,0.0
6392,620000,2,97.0,1,3.0
6393,419000,4,110.0,2,0.0
6394,189000,5,150.0,2,2.0
6395,390000,5,150.0,2,1.0
6396,179000,4,90.0,1,1.0
6397,210000,2,55.0,1,7.0
6398,139000,3,80.0,2,0.0
6399,299000,3,85.0,2,2.0
6400,249000,3,85.0,2,1.0
6401,269000,2,73.0,1,-1.0
6402,185000,3,80.0,2,1.0
6403,190000,4,80.0,1,1.0
6404,650000,4,98.0,2,1.0
6405,230000,3,95.0,1,0.5
6406,249000,2,73.0,1,3.0
6407,890000,4,90.0,2,1.0
6408,145000,3,75.0,2,2.0
6409,187000,4,80.0,1,0.5
6410,299000,3,95.0,1,3.0
6411,399000,4,111.0,2,6.0
6412,189000,4,90.0,2,1.0
6413,970000,5,146.0,2,1.0
6414,239000,3,80.0,1,1.0
6415,175000,2,45.0,1,0.0
6416,470000,5,150.0,2,1.0
6417,130000,2,55.0,1,1.0
6418,150000,2,75.0,1,0.0
6419,199000,4,119.0,1,5.0
6420,155000,2,58.0,1,1.0
6421,175000,3,85.0,1,2.0
6422,395000,5,145.0,2,1.0
6423,155000,2,70.0,1,0.0
6424,399000,4,105.0,1,3.0
6425,360000,3,110.0,1,1.0
6426,179000,3,75.0,1,1.0
6427,229000,3,106.0,1,4.0
6428,325000,5,235.0,2,1.0
6429,155000,2,62.0,1,1.0
6430,490000,5,255.0,3,1.0
6431,137000,2,15.0,1,0.0
6432,350000,3,86.0,2,1.0
6433,427000,5,240.0,2,1.0
6434,595000,5,190.0,3,1.0
6435,239000,3,80.0,2,3.0
6436,469000,4,140.0,2,3.0
6437,185000,2,55.0,1,1.0
6438,135000,3,70.0,1,2.0
6439,275000,4,100.0,2,0.0
6440,190000,2,70.0,1,2.0
6441,170000,1,50.0,1,1.0
6442,630000,4,147.0,2,-1.0
6443,139000,3,60.0,2,1.0
6444,249000,3,82.0,1,0.5
6445,340000,4,110.0,2,6.0
6446,339000,3,78.0,1,0.0
6447,900000,5,168.0,2,1.0
6448,195000,4,125.0,2,1.0
6449,325000,3,89.0,2,1.0
6450,175000,3,70.0,1,3.0
6451,419000,4,170.0,2,0.5
6452,149000,3,70.0,1,1.0
6453,99000,2,60.0,1,1.0
6454,495000,5,165.0,3,1.0
6455,265000,2,70.0,1,0.5
6456,199000,3,80.0,1,1.0
6457,550000,5,145.0,2,2.0
6458,199000,3,95.0,1,1.0
6459,1100000,5,174.0,2,3.0
6460,220000,3,80.0,2,3.0
6461,95000,4,172.0,2,0.0
6462,689000,4,150.0,2,1.0
6463,139000,4,85.0,1,0.0
6464,145000,2,70.0,1,2.0
6465,185000,3,79.0,2,0.5
6466,295000,3,96.0,2,2.0
6467,249000,3,87.0,1,2.0
6468,580000,4,172.0,2,1.0
6469,105000,2,50.0,1,3.0
6470,150000,2,53.0,1,2.0
6471,265000,5,121.0,2,3.0
6472,550000,5,145.0,2,2.0
6473,250000,3,90.0,2,4.0
6474,230000,3,97.0,1,2.0
6475,710000,3,137.0,2,1.0
6476,219000,3,85.0,1,3.0
6477,269000,3,90.0,1,0.0
6478,299000,5,139.0,2,8.0
6479,115000,2,52.0,1,4.0
6480,179000,3,97.0,2,4.0
6481,239000,4,115.0,1,4.0
6482,269000,3,110.0,2,1.0
6483,265000,3,81.0,1,6.0
6484,270000,2,55.0,1,0.0
6485,229000,3,100.0,1,7.0
6486,270000,3,93.0,2,3.0
6487,215000,3,72.0,1,2.0
6488,179000,2,69.0,1,3.0
6489,105000,2,45.0,1,0.0
6490,439000,4,135.0,2,2.0
6491,179000,3,85.0,2,4.0
6492,299000,4,103.0,2,0.5
6493,220000,3,82.0,2,2.0
6494,185000,2,67.0,1,3.0
6495,185000,3,102.0,1,0.5
6496,189000,2,51.0,1,5.0
6497,520000,5,140.0,2,1.0
6498,180000,2,62.0,1,2.0
6499,1350000,5,250.0,3,3.0
6500,168000,1,43.0,1,5.0
6501,270000,3,80.0,1,2.0
6502,560000,5,120.0,2,1.0
6503,1500000,5,211.0,3,3.0
6504,229000,4,110.0,2,1.0
6505,399000,4,150.0,3,5.0
6506,380000,3,100.0,2,0.0
6507,420000,4,140.0,2,1.0
6508,210000,2,65.0,1,7.0
6509,335000,4,90.0,2,7.0
6510,269000,4,100.0,1,3.0
6511,245000,5,161.0,2,2.0
6512,249000,3,60.0,1,0.0
6513,749000,5,180.0,2,0.5
6514,315000,3,90.0,1,4.0
6515,415000,4,120.0,2,1.0
6516,257000,5,180.0,2,1.0
6517,219000,3,90.0,1,0.0
6518,189000,1,30.0,1,0.5
6519,575000,4,155.0,1,5.0
6520,330000,3,95.0,2,1.0
6521,245000,3,70.0,2,0.0
6522,199000,3,85.0,1,1.0
6523,595000,4,165.0,3,3.0
6524,460000,3,100.0,2,2.0
6525,390000,4,107.0,2,0.0
6526,275000,4,110.0,2,2.0
6527,209000,2,57.0,1,4.0
6528,145000,2,50.0,1,0.0
6529,285000,3,85.0,1,3.0
6530,185000,3,90.0,1,2.0
6531,205000,3,80.0,1,3.0
6532,215000,3,87.0,1,2.0
6533,299000,4,95.0,2,1.0
6534,75000,1,37.0,1,0.0
6535,590000,3,100.0,2,1.0
6536,265000,4,120.0,2,2.0
6537,410000,4,146.0,2,3.0
6538,173000,2,52.0,1,3.0
6539,295000,4,118.0,2,2.0
6540,420000,4,180.0,3,3.0
6541,139000,2,60.0,1,0.5
6542,199000,3,95.0,1,0.0
6543,280000,4,130.0,3,-1.0
6544,299000,3,100.0,2,0.0
6545,500000,3,85.0,1,1.0
6546,275000,3,90.0,2,1.0
6547,215000,2,65.0,1,2.0
6548,490000,4,118.0,1,7.0
6549,255000,3,170.0,1,0.5
6550,359000,5,140.0,2,1.0
6551,169000,2,54.0,1,1.0
6552,224000,2,55.0,1,1.0
6553,195000,4,105.0,1,1.0
6554,145000,2,65.0,1,2.0
6555,249000,4,105.0,2,0.5
6556,220000,3,95.0,2,0.5
6557,229000,3,85.0,1,0.5
6558,299000,3,85.0,2,0.0
6559,129000,2,60.0,1,0.0
6560,139000,3,65.0,1,1.0
6561,199000,2,62.0,1,3.0
6562,249000,3,100.0,2,3.0
6563,189000,2,48.0,1,1.0
6564,289000,2,63.0,1,1.0
6565,179000,3,95.0,1,0.5
6566,729000,5,180.0,3,4.0
6567,480000,4,150.0,2,2.0
6568,230000,4,115.0,2,2.0
6569,200000,3,50.0,1,0.5
6570,409000,4,124.0,1,2.0
6571,199000,4,125.0,1,0.5
6572,115000,1,40.0,1,1.0
6573,175000,3,75.0,1,0.0
6574,325000,3,92.0,1,4.0
6575,259000,4,120.0,1,2.0
6576,94000,2,40.0,1,2.0
6577,270000,5,150.0,2,0.0
6578,165000,2,60.0,1,3.0
6579,135000,2,40.0,1,0.0
6580,500000,4,130.0,2,1.0
6581,189000,3,76.0,1,2.0
6582,275000,2,85.0,1,6.0
6583,279000,4,90.0,1,3.0
6584,106000,2,58.0,1,-1.0
6585,135000,2,60.0,1,7.0
6586,329000,3,95.0,2,3.0
6587,223000,3,80.0,2,1.0
6588,145000,3,70.0,1,1.0
6589,249000,3,106.0,2,2.0
6590,340000,4,116.0,2,1.0
6591,239000,3,80.0,2,1.0
6592,95000,1,41.0,1,0.0
6593,239000,4,105.0,2,0.0
6594,155000,3,75.0,1,4.0
6595,449000,4,150.0,2,1.0
6596,470000,4,128.0,2,1.0
6597,299000,5,192.0,2,0.0
6598,420000,3,118.0,1,3.0
6599,371000,2,51.0,1,1.0
6600,240000,5,121.0,2,2.0
6601,205000,3,71.0,2,1.0
6602,225000,3,79.0,2,0.0
6603,260000,3,77.0,2,0.0
6604,465000,5,135.0,2,0.0
6605,169000,3,90.0,1,2.0
6606,154000,3,55.0,1,1.0
6607,530000,4,126.0,2,0.0
6608,170000,2,56.0,1,0.0
6609,145000,2,55.0,2,0.0
6610,335000,4,120.0,2,5.0
6611,335000,4,120.0,2,5.0
6612,650000,5,230.0,3,0.0
6613,575000,3,90.0,1,2.0
6614,139000,3,65.0,1,2.0
6615,219000,2,75.0,1,3.0
6616,250000,3,97.0,1,2.0
6617,169000,3,60.0,1,1.0
6618,309000,4,155.0,3,0.0
6619,129000,2,60.0,1,2.0
6620,660000,4,125.0,2,1.0
6621,399000,4,130.0,2,1.0
6622,619000,5,150.0,2,3.0
6623,220000,2,77.0,1,2.0
6624,219000,3,105.0,2,3.0
6625,890000,3,120.0,2,2.0
6626,569000,5,150.0,2,0.0
6627,470000,4,220.0,3,0.0
6628,198000,4,100.0,2,1.0
6629,99000,2,40.0,1,1.0
6630,119000,3,50.0,1,0.0
6631,265000,3,85.0,2,4.0
6632,189000,5,117.0,2,8.0
6633,175000,3,90.0,1,2.0
6634,205000,2,60.0,1,0.0
6635,145000,3,70.0,1,3.0
6636,190000,3,65.0,1,1.0
6637,619000,4,149.0,2,1.0
6638,295000,3,96.0,2,2.0
6639,510000,4,135.0,2,0.0
6640,189000,3,82.0,1,2.0
6641,298000,5,100.0,2,1.0
6642,2950000,5,460.0,3,2.0
6643,730000,2,67.0,1,3.0
6644,275000,3,80.0,1,2.0
6645,289000,3,85.0,1,4.0
6646,670000,4,127.0,2,3.0
6647,350000,3,105.0,2,5.0
6648,269000,4,111.0,2,0.0
6649,185000,2,67.0,1,1.0
6650,560000,5,256.0,3,0.0
6651,280000,3,86.0,1,0.5
6652,225000,3,84.0,1,3.0
6653,245000,2,72.0,1,-1.0
6654,199000,3,100.0,1,0.0
6655,189000,2,50.0,1,3.0
6656,129000,2,50.0,1,1.0
6657,185000,2,65.0,1,0.5
6658,899000,5,140.0,2,1.0
6659,380000,3,100.0,2,0.0
6660,470000,3,110.0,2,0.0
6661,1300000,4,160.0,2,3.0
6662,280000,3,120.0,1,1.0
6663,205000,3,72.0,1,2.0
6664,185000,3,90.0,2,1.0
6665,125000,1,35.0,1,1.0
6666,130000,2,50.0,1,0.0
6667,109000,2,63.0,1,1.0
6668,195000,3,60.0,1,1.0
6669,1200000,5,150.0,3,1.0
6670,229000,3,95.0,2,0.0
6671,159000,4,120.0,2,1.0
6672,229000,4,97.0,1,1.0
6673,340000,4,120.0,2,5.0
6674,155000,3,60.0,1,2.0
6675,489000,3,110.0,2,2.0
6676,1000000,3,133.0,2,2.0
6677,264000,2,54.0,2,6.0
6678,259000,3,112.0,2,1.0
6679,1400000,5,330.0,2,3.0
6680,205000,4,70.0,2,0.5
6681,249000,4,115.0,1,1.0
6682,580000,4,130.0,2,5.0
6683,279000,3,93.0,1,4.0
6684,310000,3,80.0,2,2.0
6685,440000,3,90.0,1,5.0
6686,395000,3,100.0,2,2.0
6687,650000,5,157.0,2,1.0
6688,259000,4,170.0,2,2.0
6689,169000,5,116.0,1,1.0
6690,369000,5,105.0,2,0.0
6691,189000,3,80.0,1,1.0
6692,95000,2,50.0,1,2.0
6693,145000,4,104.0,2,2.0
6694,315000,2,60.0,1,0.5
6695,235000,3,135.0,2,2.0
6696,175000,2,60.0,1,0.0
6697,489000,5,120.0,2,2.0
6698,235000,3,85.0,2,2.0
6699,129000,3,75.0,1,1.0
6700,255000,4,110.0,2,2.0
6701,144000,2,60.0,1,0.0
6702,1100000,5,265.0,3,1.0
6703,680000,5,180.0,2,2.0
6704,438000,3,90.0,1,1.0
6705,389000,3,100.0,2,1.0
6706,265000,4,90.0,1,4.0
6707,165000,3,70.0,1,3.0
6708,145000,1,45.0,1,0.0
6709,690000,4,124.0,1,3.0
6710,995000,5,190.0,2,1.0
6711,159000,3,90.0,1,1.0
6712,199000,4,110.0,1,2.0
6713,530000,4,116.0,2,0.0
6714,142000,4,100.0,1,1.0
6715,298000,4,118.0,2,3.0
6716,159000,5,115.0,2,1.0
6717,250000,4,100.0,1,5.0
6718,215000,2,50.0,1,7.0
6719,169000,2,70.0,1,2.0
6720,185000,2,65.0,1,0.0
6721,475000,5,120.0,2,3.0
6722,249000,4,90.0,1,3.0
6723,310000,3,90.0,1,3.0
6724,1200000,4,140.0,1,1.0
6725,599000,4,172.0,2,4.0
6726,395000,3,101.0,2,5.0
6727,640000,4,168.0,1,1.0
