,price,locali,superficie,bagni,piano
2807,685000,5,250.0,3,3.0
2808,650000,4,135.0,2,3.0
2809,1100000,5,241.0,3,4.0
2810,620000,5,190.0,3,2.0
2811,195000,2,55.0,1,0.5
2812,209000,2,65.0,1,5.0
2813,325000,3,90.0,1,4.0
2814,750000,5,145.0,2,1.0
2815,259000,2,72.0,1,3.0
2816,179000,2,58.0,1,1.0
2817,238000,3,72.0,1,2.0
2818,298000,4,110.0,1,8.0
2819,345000,3,90.0,1,0.0
2820,960000,4,165.0,2,5.0
2821,310000,4,140.0,3,1.0
2822,229000,2,55.0,1,3.0
2823,345000,3,100.0,2,0.0
2824,295000,5,110.0,1,5.0
2825,359000,4,125.0,2,0.5
2826,159000,4,100.0,2,0.5
2827,325000,2,70.0,1,4.0
2828,680000,3,95.0,2,1.0
2829,225000,5,100.0,2,0.5
2830,175000,3,99.0,2,1.0
2831,399000,3,90.0,2,2.0
2832,189000,2,42.0,1,0.0
2833,399000,3,82.0,2,0.0
2834,550000,5,150.0,3,4.0
2835,199000,2,50.0,1,0.0
2836,650000,5,150.0,2,4.0
2837,199000,1,45.0,1,0.0
2838,160000,2,52.0,1,3.0
2839,401000,3,91.0,1,1.0
2840,230000,2,60.0,1,1.0
2841,235000,3,75.0,1,1.0
2842,690000,5,151.0,2,5.0
2843,99000,2,42.0,1,0.0
2844,325000,3,80.0,1,0.0
2845,305000,4,110.0,2,1.0
2846,279000,4,135.0,3,0.0
2847,255000,4,110.0,2,6.0
2848,110000,2,66.0,1,0.0
2849,470000,3,80.0,1,3.0
2850,370000,2,53.0,1,4.0
2851,330000,2,65.0,1,3.0
2852,220000,2,60.0,1,2.0
2853,165000,3,116.0,2,1.0
2854,780000,5,220.0,3,2.0
2855,170000,3,75.0,2,1.0
2856,295000,4,110.0,2,0.0
2857,990000,5,187.0,2,4.0
2858,290000,3,90.0,1,1.0
2859,880000,3,184.0,2,0.0
2860,230000,4,133.0,2,1.0
2861,129000,2,40.0,1,2.0
2862,470000,5,120.0,2,0.0
2863,630000,5,170.0,3,3.0
2864,649000,3,110.0,2,3.0
2865,450000,5,145.0,2,2.0
2866,530000,3,149.0,1,4.0
2867,219000,4,100.0,2,1.0
2868,358000,4,120.0,2,4.0
2869,595000,5,150.0,2,4.0
2870,439000,4,110.0,2,0.0
2871,285000,4,95.0,1,4.0
2872,375000,4,127.0,1,1.0
2873,790000,4,135.0,2,3.0
2874,270000,2,72.0,1,1.0
2875,299000,3,85.0,1,3.0
2876,189000,2,55.0,1,3.0
2877,180000,2,63.0,1,0.0
2878,280000,3,100.0,1,1.0
2879,410000,3,102.0,2,1.0
2880,299000,4,100.0,2,7.0
2881,269000,3,78.0,1,2.0
2882,762000,3,110.0,2,6.0
2883,365000,3,107.0,2,4.0
2884,729000,3,108.0,2,3.0
2885,858000,5,165.0,2,0.5
2886,470000,5,135.0,2,4.0
2887,259000,4,115.0,2,4.0
2888,155000,3,75.0,1,2.0
2889,245000,2,60.0,1,2.0
2890,325000,3,61.0,1,1.0
2891,280000,3,125.0,2,1.0
2892,199000,2,60.0,1,0.5
2893,255000,3,95.0,1,7.0
2894,150000,1,40.0,1,3.0
2895,98000,2,45.0,1,0.5
2896,305000,4,122.0,2,4.0
2897,194000,2,65.0,1,0.0
2898,215000,3,85.0,1,4.0
2899,580000,2,63.0,1,3.0
2900,240000,2,89.0,1,4.0
2901,550000,2,75.0,1,3.0
2902,360000,3,80.0,2,0.0
2903,190000,3,60.0,1,1.0
2904,275000,3,70.0,1,2.0
2905,299000,3,93.0,1,1.0
2906,520000,4,150.0,2,2.0
2907,119000,4,65.0,1,0.0
2908,379000,3,80.0,2,1.0
2909,375000,4,160.0,2,2.0
2910,529000,5,170.0,2,6.0
2911,219000,3,80.0,1,3.0
2912,530000,4,175.0,2,2.0
2913,275000,5,140.0,2,1.0
2914,1050000,5,220.0,3,5.0
2915,159000,4,100.0,2,2.0
2916,199000,2,65.0,1,0.0
2917,269000,2,60.0,1,4.0
2918,832000,3,114.0,2,0.0
2919,259000,2,63.0,2,0.0
2920,560000,5,140.0,2,3.0
2921,230000,4,84.0,1,4.0
2922,400000,2,90.0,1,-1.0
2923,700000,5,180.0,3,1.0
2924,457000,2,63.0,1,1.0
2925,450000,2,50.0,1,1.0
2926,127000,2,70.0,1,1.0
2927,980000,4,155.0,3,0.0
2928,976000,3,136.0,3,1.0
2929,700000,5,170.0,2,3.0
2930,299000,4,140.0,3,6.0
2931,229000,4,100.0,1,1.0
2932,195000,3,60.0,1,2.0
2933,664000,5,195.0,3,3.0
2934,260000,2,60.0,1,1.0
2935,279000,3,90.0,1,0.0
2936,255000,2,60.0,1,7.0
2937,330000,3,80.0,2,2.0
2938,119000,3,65.0,2,1.0
2939,165000,3,87.0,1,0.0
2940,175000,2,60.0,1,4.0
2941,119000,2,45.0,1,0.0
2942,1415000,5,230.0,2,3.0
2943,450000,3,110.0,2,1.0
2944,980000,3,101.0,2,4.0
2945,369000,3,90.0,1,1.0
2946,229000,3,86.0,1,6.0
2947,169000,2,50.0,1,3.0
2948,99000,2,30.0,1,0.0
2949,490000,5,171.0,3,0.0
2950,349000,5,105.0,2,4.0
2951,250000,2,55.0,1,4.0
2952,275000,3,75.0,2,4.0
2953,970000,5,204.0,3,2.0
2954,650000,4,130.0,1,2.0
2955,490000,2,69.0,1,4.0
2956,330000,3,107.0,2,3.0
2957,198000,2,50.0,1,3.0
2958,189000,2,60.0,1,4.0
2959,260000,3,105.0,1,2.0
2960,495000,4,121.0,1,6.0
2961,289000,3,94.0,1,4.0
2962,519000,5,160.0,2,1.0
2963,255000,3,90.0,1,1.0
2964,495000,2,97.0,1,0.5
2965,600000,5,155.0,3,0.5
2966,110000,1,38.0,1,2.0
2967,500000,3,80.0,1,0.0
2968,189000,3,70.0,1,1.0
2969,135000,2,45.0,1,1.0
2970,145000,2,40.0,1,0.0
2971,265000,1,30.0,1,1.0
2972,180000,4,125.0,1,3.0
2973,170000,3,73.0,2,1.0
2974,259000,3,90.0,1,3.0
2975,484000,3,90.0,1,6.0
2976,940000,4,153.0,2,5.0
2977,135000,2,55.0,1,1.0
2978,1100000,4,110.0,1,1.0
2979,255000,3,108.0,2,3.0
2980,499000,5,151.0,2,3.0
2981,289000,3,60.0,1,5.0
2982,275000,4,135.0,2,0.5
2983,559000,5,160.0,3,4.0
2984,69000,1,42.0,1,1.0
2985,239000,3,77.0,1,0.0
2986,195000,3,85.0,2,1.0
2987,370000,4,102.0,2,1.0
2988,750000,5,145.0,2,0.0
2989,1090000,5,214.0,3,4.0
2990,650000,5,140.0,2,3.0
2991,375000,3,130.0,2,1.0
2992,159000,3,73.0,1,0.0
2993,465000,3,65.0,1,1.0
2994,259000,3,100.0,2,3.0
2995,169000,3,70.0,1,1.0
2996,325000,3,80.0,2,1.0
2997,479000,5,135.0,2,4.0
2998,269000,3,106.0,2,2.0
2999,970000,5,190.0,2,1.0
3000,289000,3,100.0,1,3.0
3001,670000,5,175.0,2,2.0
3002,725000,5,140.0,2,3.0
3003,620000,5,212.0,3,6.0
3004,269000,2,64.0,1,7.0
3005,280000,3,121.0,2,3.0
3006,1650000,5,256.0,3,0.0
3007,320000,5,140.0,2,-1.0
3008,209000,3,75.0,1,2.0
3009,199000,1,45.0,1,0.0
3010,220000,2,48.0,1,5.0
3011,139000,2,70.0,1,1.0
3012,199000,3,81.0,2,1.0
3013,169000,3,95.0,1,1.0
3014,1500000,4,122.0,2,3.0
3015,169000,3,83.0,1,1.0
3016,299000,2,60.0,1,5.0
3017,185000,2,60.0,1,0.0
3018,209000,2,65.0,1,3.0
3019,559000,5,150.0,2,4.0
3020,229000,3,92.0,1,5.0
3021,209000,4,115.0,2,2.0
3022,171300,3,80.0,2,0.0
3023,499000,4,149.0,2,4.0
3024,145000,3,75.0,1,0.0
3025,229000,3,90.0,2,1.0
3026,169000,2,50.0,1,3.0
3027,600000,5,135.0,2,2.0
3028,119000,2,63.0,1,3.0
3029,255000,3,90.0,1,7.0
3030,430000,3,127.0,2,0.0
3031,1050000,5,160.0,3,2.0
3032,239000,3,88.0,1,1.0
3033,265000,3,100.0,2,1.0
3034,230000,3,87.0,2,5.0
3035,520000,5,132.0,2,5.0
3036,990000,5,155.0,2,1.0
3037,145000,2,71.0,1,1.0
3038,100000,3,82.0,1,2.0
3039,1590000,5,200.0,3,0.0
3040,649000,5,242.0,3,0.0
3041,395000,5,131.0,1,3.0
3042,143000,3,75.0,2,2.0
3043,220000,2,60.0,2,6.0
3044,220000,2,75.0,1,1.0
3045,260000,2,55.0,1,1.0
3046,980000,5,247.0,2,8.0
3047,192000,4,100.0,2,1.0
3048,228500,3,90.0,2,2.0
3049,690000,4,124.0,2,2.0
3050,349000,3,120.0,1,1.0
3051,198000,2,60.0,1,1.0
3052,285000,3,95.0,1,5.0
3053,149000,2,60.0,1,0.0
3054,1350000,5,248.0,3,4.0
3055,328000,4,100.0,2,2.0
3056,358000,4,105.0,2,0.0
3057,279000,5,110.0,1,2.0
3058,280000,4,120.0,2,3.0
3059,439000,4,130.0,1,4.0
3060,99000,2,65.0,1,0.0
3061,255000,3,95.0,1,0.5
3062,399000,4,112.0,2,0.0
3063,265000,2,60.0,1,0.0
3064,339000,4,115.0,1,0.0
3065,185000,2,61.0,1,5.0
3066,630000,3,110.0,1,3.0
3067,329000,4,110.0,1,4.0
3068,920000,5,184.0,2,6.0
3069,350000,2,75.0,1,3.0
3070,209000,2,65.0,1,1.0
3071,1350000,5,160.0,3,2.0
3072,83000,2,55.0,1,0.5
3073,210000,3,97.0,2,0.0
3074,310000,3,91.0,1,1.0
3075,165000,3,77.0,1,2.0
3076,310000,3,90.0,1,3.0
3077,395000,3,96.0,1,3.0
3078,1050000,4,140.0,2,3.0
3079,1300000,5,170.0,2,3.0
3080,149000,3,110.0,3,0.0
3081,376000,4,96.0,2,1.0
3082,790000,5,161.0,2,0.0
3083,195000,3,60.0,1,4.0
3084,190000,2,70.0,1,1.0
3085,320000,2,45.0,1,1.0
3086,310000,3,90.0,1,1.0
3087,229000,3,95.0,1,4.0
3088,85000,2,45.0,1,3.0
3089,225000,4,114.0,1,3.0
3090,240000,3,90.0,2,0.5
3091,520000,3,100.0,1,7.0
3092,380000,3,94.0,2,1.0
3093,495000,3,130.0,2,3.0
3094,695000,5,186.0,2,1.0
3095,310000,3,112.0,1,5.0
3096,475000,4,110.0,1,3.0
3097,240000,4,110.0,2,2.0
3098,218000,4,77.0,1,8.0
3099,150000,2,55.0,1,0.0
3100,850000,4,120.0,2,5.0
3101,99000,2,62.0,1,-1.0
3102,99000,1,49.0,1,3.0
3103,130000,2,40.0,1,2.0
3104,535000,4,140.0,1,1.0
3105,359000,3,125.0,2,3.0
3106,359000,3,105.0,2,7.0
3107,169000,2,65.0,1,2.0
3108,265000,3,86.0,2,5.0
3109,185000,3,60.0,1,2.0
3110,695000,3,140.0,2,3.0
3111,155000,3,67.0,1,1.0
3112,329000,2,55.0,1,3.0
3113,234000,1,40.0,1,0.5
3114,249000,2,60.0,1,3.0
3115,109000,2,38.0,1,0.0
3116,370000,4,105.0,2,2.0
3117,169000,2,54.0,1,5.0
3118,173000,3,69.0,1,3.0
3119,175500,3,100.0,2,1.0
3120,450000,3,97.0,1,5.0
3121,115000,1,38.0,1,1.0
3122,130000,2,60.0,1,1.0
3123,395000,4,141.0,2,1.0
3124,150000,2,55.0,1,1.0
3125,200000,4,120.0,1,2.0
3126,190000,2,52.0,1,3.0
3127,1370000,5,220.0,3,3.0
3128,229000,2,70.0,1,1.0
3129,160000,2,66.0,1,0.0
3130,475000,5,150.0,2,2.0
3131,835000,2,80.0,1,4.0
3132,155000,2,40.0,1,-1.0
3133,169000,3,80.0,1,0.0
3134,510000,5,123.0,1,5.0
3135,240000,3,100.0,2,2.0
3136,389000,3,100.0,2,0.5
3137,145000,1,40.0,1,5.0
3138,850000,4,159.0,2,8.0
3139,1390000,5,285.0,2,2.0
3140,269000,3,100.0,2,0.0
3141,199000,3,88.0,1,1.0
3142,750000,4,170.0,2,10.0
3143,475000,5,160.0,2,2.0
3144,620000,3,98.0,2,1.0
3145,195000,2,52.0,1,0.0
3146,340000,3,105.0,2,1.0
3147,190000,2,57.0,1,0.0
3148,295000,4,92.0,2,3.0
3149,950000,5,224.0,2,5.0
3150,295000,4,120.0,2,1.0
3151,430000,5,110.0,2,0.0
3152,260000,2,64.0,1,1.0
3153,745000,4,152.0,2,4.0
3154,198000,3,105.0,1,0.5
3155,329000,4,105.0,2,3.0
3156,530000,4,110.0,2,0.5
3157,350000,3,95.0,2,1.0
3158,270000,3,91.0,2,5.0
3159,178000,3,85.0,1,0.0
3160,180000,3,107.0,2,1.0
3161,140000,2,50.0,1,1.0
3162,249000,2,60.0,1,4.0
3163,199000,3,90.0,1,3.0
3164,320000,2,70.0,1,3.0
3165,165000,3,65.0,1,0.0
3166,149000,3,72.0,1,0.5
3167,229000,5,110.0,2,0.5
3168,250000,3,81.0,2,0.0
3169,850000,5,160.0,2,2.0
3170,790000,5,165.0,1,1.0
3171,530000,5,177.0,3,2.0
3172,770000,4,137.0,2,2.0
3173,390000,4,110.0,2,4.0
3174,125000,3,50.0,1,1.0
3175,790000,5,169.0,2,0.0
3176,89000,3,40.0,1,-1.0
3177,315000,5,120.0,1,-1.0
3178,242000,2,78.0,1,1.0
3179,580000,4,108.0,2,2.0
3180,690000,5,130.0,3,1.0
3181,845000,5,150.0,3,2.0
3182,165000,2,53.0,1,1.0
3183,749000,5,180.0,3,2.0
3184,130000,2,40.0,1,1.0
3185,348000,3,100.0,2,2.0
3186,230000,3,105.0,2,4.0
3187,1340000,5,200.0,2,3.0
3188,260000,3,100.0,2,5.0
3189,270000,2,80.0,2,1.0
3190,130000,2,60.0,1,4.0
3191,450000,3,90.0,2,1.0
3192,2500000,5,220.0,2,4.0
3193,375000,3,100.0,2,2.0
3194,89000,2,65.0,1,0.0
3195,690000,5,215.0,3,5.0
3196,367000,5,185.0,2,1.0
3197,480000,3,100.0,2,1.0
3198,189000,2,80.0,1,2.0
3199,269000,4,95.0,1,5.0
3200,285000,3,80.0,2,1.0
3201,110000,1,44.0,1,2.0
3202,105000,3,51.0,1,1.0
3203,460000,5,145.0,2,4.0
3204,290000,3,97.0,2,0.0
3205,399000,4,100.0,1,2.0
3206,295000,3,90.0,1,-1.0
3207,980000,5,235.0,3,1.0
3208,699000,4,150.0,3,3.0
3209,330000,3,100.0,2,5.0
3210,444000,2,88.0,1,3.0
3211,329000,3,90.0,2,1.0
3212,460000,5,156.0,2,0.0
3213,369000,4,80.0,2,5.0
3214,177000,2,70.0,2,1.0
3215,160000,3,80.0,1,2.0
3216,2300000,5,320.0,2,2.0
3217,599000,5,172.0,2,4.0
3218,995000,5,190.0,2,1.0
3219,240000,2,65.0,1,2.0
3220,900000,4,113.0,2,2.0
3221,135000,3,60.0,1,2.0
3222,259000,2,81.0,1,0.0
3223,345000,3,102.0,1,1.0
3224,149000,1,50.0,1,0.0
3225,480000,3,130.0,2,0.0
3226,129000,2,45.0,1,4.0
3227,135000,2,70.0,1,0.0
3228,299000,2,75.0,1,2.0
3229,1190000,5,210.0,2,3.0
3230,155000,1,35.0,1,2.0
3231,160000,2,68.0,1,4.0
3232,375000,5,150.0,2,2.0
3233,425000,5,95.0,2,3.0
3234,199000,2,57.0,1,6.0
3235,483000,4,130.0,2,2.0
3236,375000,3,90.0,1,7.0
3237,179000,3,110.0,2,0.5
3238,175000,3,85.0,1,2.0
3239,110000,2,58.0,1,1.0
3240,380000,3,110.0,2,0.0
3241,680000,4,114.0,1,1.0
3242,230000,2,50.0,1,1.0
3243,239000,4,85.0,1,1.0
3244,170000,2,59.0,1,3.0
3245,210000,4,90.0,1,0.5
3246,119000,3,70.0,1,3.0
3247,395000,4,115.0,2,4.0
3248,549000,3,107.0,2,4.0
3249,170000,3,73.0,1,0.0
3250,700000,2,110.0,1,2.0
3251,125000,2,63.0,1,2.0
3252,304000,2,82.0,1,4.0
3253,650000,4,140.0,2,2.0
3254,164000,2,51.0,1,1.0
3255,550000,3,100.0,2,2.0
3256,265000,2,79.0,1,0.0
3257,650000,4,111.0,2,4.0
3258,132000,2,50.0,1,0.0
3259,138000,2,67.0,1,0.0
3260,259000,3,112.0,2,3.0
3261,560000,5,176.0,2,6.0
3262,225000,2,80.0,1,1.0
3263,230000,2,93.0,1,3.0
3264,83000,2,50.0,2,0.0
3265,265000,3,58.0,1,-1.0
3266,152000,3,70.0,1,2.0
3267,248000,2,70.0,1,2.0
3268,159000,2,65.0,1,2.0
3269,229000,2,65.0,1,5.0
3270,159000,3,110.0,2,0.0
3271,475000,5,160.0,2,4.0
3272,310000,3,83.0,2,1.0
3273,269000,4,110.0,1,2.0
3274,360000,3,104.0,2,6.0
3275,1290000,5,300.0,3,4.0
3276,89000,2,38.0,1,0.0
3277,700000,3,108.0,2,2.0
3278,199000,4,92.0,2,2.0
3279,685000,5,250.0,3,3.0
3280,265000,3,86.0,1,1.0
3281,590000,5,180.0,2,3.0
3282,215000,2,54.0,1,1.0
3283,189000,3,85.0,1,4.0
3284,179000,3,126.0,1,0.0
3285,239000,3,93.0,1,3.0
3286,559000,4,196.0,3,1.0
3287,159000,3,65.0,1,0.0
3288,650000,4,137.0,2,3.0
3289,430000,3,115.0,2,0.0
3290,490000,3,83.0,2,4.0
3291,280000,2,60.0,1,2.0
3292,399000,4,124.0,1,2.0
3293,499000,3,95.0,2,1.0
3294,155000,3,73.0,1,0.0
3295,650000,4,140.0,3,0.0
3296,187000,4,122.0,2,1.0
3297,140000,2,50.0,1,6.0
3298,780000,5,175.0,3,1.0
3299,355000,3,110.0,1,3.0
3300,349000,3,90.0,1,5.0
3301,1350000,5,229.0,3,5.0
3302,430000,3,121.0,1,1.0
3303,258000,5,140.0,3,1.0
3304,355000,3,85.0,1,1.0
3305,380000,4,80.0,1,3.0
3306,299000,3,65.0,1,2.0
3307,380000,4,106.0,2,5.0
3308,295000,4,90.0,1,2.0
3309,185000,2,40.0,1,1.0
3310,209000,3,80.0,2,4.0
3311,398000,4,110.0,2,3.0
3312,180000,2,60.0,1,3.0
3313,1490000,5,220.0,3,2.0
3314,645000,4,160.0,2,3.0
3315,180000,1,42.0,1,1.0
3316,1300000,5,353.0,3,1.0
3317,189000,2,47.0,1,1.0
3318,1500000,5,250.0,2,4.0
3319,195000,2,50.0,1,1.0
3320,990000,5,204.0,3,3.0
3321,690000,5,150.0,2,4.0
3322,180000,2,55.0,1,0.0
3323,250000,4,90.0,2,0.0
3324,449000,5,180.0,2,-1.0
3325,129000,2,50.0,1,1.0
3326,169000,2,45.0,1,1.0
3327,285000,3,100.0,1,2.0
3328,570000,5,160.0,2,1.0
3329,760000,5,150.0,3,2.0
3330,430000,4,130.0,1,4.0
3331,1100000,5,300.0,3,0.0
3332,329000,4,100.0,2,1.0
3333,110000,2,55.0,1,3.0
3334,550000,2,70.0,1,3.0
3335,159000,2,60.0,1,4.0
3336,865000,5,200.0,2,3.0
3337,570000,4,130.0,1,0.5
3338,305000,5,175.0,1,-1.0
3339,365000,3,90.0,1,2.0
3340,545000,5,155.0,3,0.5
3341,1250000,5,200.0,3,4.0
3342,99000,2,65.0,1,2.0
3343,449000,2,100.0,2,2.0
3344,520000,4,130.0,2,2.0
3345,159000,2,55.0,1,1.0
3346,210000,3,80.0,1,3.0
3347,529000,5,180.0,3,3.0
3348,280000,3,85.0,1,1.0
3349,99000,2,64.0,1,0.0
3350,150000,2,45.0,1,0.0
3351,200000,2,61.0,1,0.0
3352,199000,3,70.0,1,2.0
3353,310000,4,120.0,2,0.0
3354,680000,3,90.0,2,1.0
3355,35000,1,16.0,1,0.0
3356,210000,1,43.0,1,0.0
3357,259000,2,58.0,1,1.0
3358,155000,3,72.0,1,3.0
3359,295000,4,100.0,2,0.5
3360,250000,3,75.0,1,8.0
3361,198000,1,30.0,1,3.0
3362,219000,3,81.0,1,2.0
3363,140000,3,90.0,1,2.0
3364,169000,2,50.0,1,0.0
3365,299000,3,85.0,2,4.0
3366,640000,5,165.0,2,1.0
3367,665000,4,148.0,2,3.0
3368,159000,2,62.0,1,1.0
3369,289000,5,120.0,2,1.0
3370,785000,5,181.0,2,2.0
3371,359000,5,140.0,2,1.0
3372,275000,3,103.0,2,2.0
3373,229000,3,85.0,1,7.0
3374,145000,2,72.0,1,2.0
3375,550000,2,87.0,1,1.0
3376,175000,2,70.0,1,0.5
3377,650000,5,170.0,2,0.0
3378,250000,3,94.0,2,0.0
3379,389000,4,140.0,2,1.0
3380,289000,3,80.0,1,1.0
3381,155000,2,40.0,1,1.0
3382,1050000,5,170.0,3,0.0
3383,599000,5,172.0,2,4.0
3384,315000,3,115.0,2,1.0
3385,159000,3,80.0,1,1.0
3386,139000,2,55.0,1,1.0
3387,320000,3,127.0,2,0.0
3388,325000,3,93.0,2,1.0
3389,660000,5,170.0,2,3.0
3390,660000,5,170.0,2,3.0
3391,110000,1,31.0,1,0.0
3392,269000,3,75.0,1,0.0
3393,720000,5,130.0,2,0.0
3394,629000,5,135.0,3,0.0
3395,375000,3,90.0,2,7.0
3396,149000,3,60.0,2,1.0
3397,385000,4,115.0,1,4.0
3398,400000,3,95.0,1,4.0
3399,129000,3,65.0,1,0.0
3400,205000,2,55.0,1,1.0
3401,280000,3,90.0,1,1.0
3402,280000,2,55.0,1,2.0
3403,229000,3,80.0,2,2.0
3404,209000,2,80.0,1,1.0
3405,1,5,426.0,3,3.0
3406,850000,5,190.0,3,2.0
3407,230000,2,66.0,1,3.0
3408,169000,2,60.0,1,0.0
3409,200000,2,56.0,1,0.0
3410,145000,2,45.0,1,1.0
3411,471000,4,143.0,2,1.0
3412,320000,3,90.0,1,3.0
3413,124000,2,70.0,1,0.0
3414,225000,4,65.0,1,9.0
3415,679000,4,105.0,1,4.0
3416,245000,2,60.0,1,2.0
3417,228000,3,85.0,1,4.0
3418,1400000,5,120.0,2,2.0
3419,59000,2,57.0,1,0.0
3420,270000,3,85.0,2,3.0
3421,300000,2,60.0,1,2.0
3422,539000,4,150.0,2,1.0
3423,457000,2,63.0,1,1.0
3424,395000,5,110.0,1,0.0
3425,59000,1,30.0,1,1.0
3426,66000,1,47.0,1,0.0
3427,730000,5,162.0,2,1.0
3428,295000,4,130.0,2,3.0
3429,419000,3,105.0,1,1.0
3430,400000,2,61.0,1,1.0
3431,210000,3,70.0,1,2.0
3432,670000,4,190.0,3,8.0
3433,185000,2,50.0,1,2.0
3434,100000,2,30.0,1,0.0
3435,110000,1,40.0,1,2.0
3436,69000,1,40.0,1,3.0
3437,91000,2,40.0,1,2.0
3438,260000,2,70.0,1,7.0
3439,235000,2,70.0,1,8.0
3440,420000,3,90.0,1,1.0
3441,419000,4,120.0,2,1.0
3442,195000,3,63.0,1,7.0
3443,450000,5,145.0,2,4.0
3444,205000,2,80.0,1,0.0
3445,590000,5,160.0,2,4.0
3446,625000,4,120.0,2,0.0
3447,1150000,5,200.0,3,0.5
3448,129000,2,40.0,1,0.0
3449,360000,3,75.0,1,0.0
3450,1250000,5,190.0,3,3.0
3451,280000,4,110.0,2,2.0
3452,245000,1,36.0,1,0.0
3453,615000,5,170.0,2,2.0
3454,139000,3,66.0,1,5.0
3455,470000,5,135.0,2,2.0
3456,280000,3,75.0,1,5.0
3457,378000,4,95.0,2,3.0
3458,295000,3,120.0,2,0.0
3459,650000,3,82.0,1,2.0
3460,1250000,5,235.0,3,6.0
3461,920000,5,165.0,2,3.0
3462,790000,3,80.0,2,3.0
3463,565000,4,120.0,2,1.0
3464,650000,3,160.0,2,3.0
3465,250000,2,90.0,1,4.0
3466,730000,2,89.0,1,6.0
3467,289000,4,130.0,1,1.0
3468,99000,2,60.0,1,0.0
3469,145000,1,40.0,1,2.0
3470,215000,2,76.0,1,4.0
3471,670000,4,178.0,3,2.0
3472,159000,3,78.0,1,4.0
3473,159000,2,73.0,1,1.0
3474,1290000,5,230.0,3,2.0
3475,259000,5,131.0,2,0.5
3476,525000,5,180.0,2,2.0
3477,315000,3,100.0,1,1.0
3478,79000,1,18.0,1,-1.0
3479,130000,2,49.0,1,1.0
3480,580000,4,100.0,2,4.0
3481,139000,3,65.0,1,0.5
3482,650000,4,115.0,2,4.0
3483,198000,2,45.0,1,3.0
3484,275000,2,70.0,1,0.0
3485,545000,4,140.0,2,2.0
3486,449000,4,136.0,2,7.0
3487,480000,3,85.0,2,6.0
3488,1050000,4,180.0,3,1.0
3489,320000,3,80.0,2,0.5
3490,228000,3,85.0,1,4.0
3491,329000,4,110.0,1,1.0
3492,530000,3,96.0,2,5.0
3493,210000,3,78.0,1,5.0
3494,395000,4,115.0,2,3.0
3495,480000,4,120.0,2,8.0
3496,240000,4,101.0,2,0.0
3497,289000,2,60.0,1,5.0
3498,419000,4,105.0,1,1.0
3499,230000,1,75.0,1,6.0
3500,2350000,5,400.0,3,3.0
3501,350000,2,60.0,1,0.5
3502,175000,3,90.0,1,0.0
3503,430000,5,121.0,2,0.0
3504,350000,5,130.0,2,2.0
3505,320000,5,130.0,2,0.0
3506,159000,2,89.0,2,2.0
3507,255000,3,81.0,1,3.0
3508,278000,3,70.0,1,2.0
3509,210000,2,52.0,1,2.0
3510,169000,2,42.0,1,1.0
3511,205000,3,90.0,1,2.0
3512,290000,2,65.0,1,6.0
3513,150000,2,60.0,1,1.0
3514,259000,3,90.0,1,0.0
3515,470000,4,130.0,2,1.0
3516,295000,3,140.0,2,3.0
3517,98000,2,50.0,1,1.0
3518,219000,3,80.0,1,0.5
3519,445000,4,125.0,1,2.0
3520,185000,3,85.0,1,1.0
3521,219000,3,88.0,1,8.0
3522,238000,2,65.0,1,0.0
3523,299000,4,110.0,1,3.0
3524,485000,4,116.0,1,1.0
3525,225000,3,90.0,2,6.0
3526,149000,3,90.0,1,1.0
3527,268000,3,68.0,1,2.0
3528,289000,3,120.0,2,2.0
3529,249000,2,68.0,1,2.0
3530,429000,3,110.0,2,1.0
3531,250000,4,97.0,2,2.0
3532,159000,3,81.0,1,1.0
3533,179000,2,65.0,1,4.0
3534,160000,2,50.0,1,1.0
3535,315000,3,80.0,1,2.0
3536,99000,2,48.0,1,3.0
3537,435000,3,100.0,1,2.0
3538,215000,3,75.0,1,1.0
3539,290000,3,100.0,2,0.0
3540,425000,3,111.0,1,4.0
3541,300000,3,73.0,2,1.0
3542,230000,2,53.0,1,1.0
3543,169000,2,62.0,1,1.0
3544,139000,3,73.0,1,2.0
3545,351000,3,76.0,2,6.0
3546,239000,2,55.0,1,0.5
3547,535000,5,120.0,1,0.0
3548,795000,4,115.0,2,5.0
3549,700000,5,140.0,2,0.5
3550,495000,4,135.0,2,5.0
3551,199000,3,80.0,1,0.5
3552,85000,1,25.0,1,-1.0
3553,320000,3,100.0,1,2.0
3554,329000,4,135.0,2,2.0
3555,240000,2,50.0,1,1.0
3556,259000,4,95.0,1,4.0
3557,790000,5,200.0,3,2.0
3558,180000,2,70.0,1,3.0
3559,239000,3,96.0,1,3.0
3560,740000,5,190.0,3,1.0
3561,163000,3,60.0,2,4.0
3562,1095000,5,180.0,2,0.5
3563,260000,3,115.0,1,1.0
3564,199000,2,55.0,1,1.0
3565,595000,4,105.0,2,3.0
3566,349000,3,100.0,2,0.0
3567,149000,2,65.0,1,3.0
3568,389000,3,93.0,2,0.0
3569,205000,2,50.0,1,5.0
3570,149000,2,76.0,1,1.0
3571,280000,3,110.0,1,1.0
3572,179000,3,63.0,1,0.0
3573,149000,1,40.0,1,4.0
3574,155000,2,60.0,1,2.0
3575,635000,4,170.0,2,6.0
3576,219000,3,95.0,1,5.0
3577,410000,5,110.0,1,2.0
3578,350000,4,120.0,2,0.0
3579,569000,5,189.0,3,2.0
3580,129000,2,55.0,1,1.0
